"Date","Price","Open","High","Low","Vol.","Change %"
"06/06/2014","1,472.27","1,484.52","1,484.52","1,464.53","1.20B","-0.81%"
"06/05/2014","1,484.24","1,465.54","1,484.71","1,463.04","1.28B","1.22%"
"06/04/2014","1,466.39","1,478.20","1,478.44","1,459.53","1.37B","-0.75%"
"06/03/2014","1,477.52","1,482.44","1,491.04","1,476.74","1.30B","-0.31%"
"05/30/2014","1,482.10","1,485.10","1,490.06","1,478.00","1.36B","-0.15%"
"05/29/2014","1,484.31","1,492.66","1,497.68","1,483.81","1.43B","-0.50%"
"05/28/2014","1,491.76","1,479.50","1,493.15","1,474.85","1.56B","0.81%"
"05/27/2014","1,479.73","1,484.82","1,488.67","1,478.31","1.25B","-0.43%"
"05/26/2014","1,486.05","1,493.34","1,495.78","1,480.69","1.21B","0.11%"
"05/23/2014","1,484.37","1,472.41","1,484.59","1,471.23","1.19B","0.87%"
"05/22/2014","1,471.55","1,472.34","1,493.18","1,469.42","1.55B","-0.18%"
"05/21/2014","1,474.14","1,454.49","1,474.94","1,447.94","1.19B","0.91%"
"05/20/2014","1,460.82","1,466.05","1,468.90","1,456.44","1.24B","0.11%"
"05/19/2014","1,459.21","1,482.04","1,482.17","1,454.41","1.58B","-1.92%"
"05/16/2014","1,487.74","1,489.50","1,493.19","1,480.83","1.35B","-0.07%"
"05/15/2014","1,488.77","1,499.22","1,503.09","1,487.10","1.61B","-0.80%"
"05/14/2014","1,500.83","1,504.42","1,510.33","1,498.61","1.53B","-0.18%"
"05/13/2014","1,503.52","1,507.00","1,510.89","1,498.40","2.01B","-0.32%"
"05/12/2014","1,508.39","1,492.63","1,513.12","1,483.46","2.82B","1.87%"
"05/09/2014","1,480.74","1,482.32","1,486.89","1,474.52","1.54B","0.14%"
"05/08/2014","1,478.72","1,474.73","1,499.74","1,471.65","1.73B","0.17%"
"05/07/2014","1,476.18","1,481.94","1,485.49","1,475.31","1.59B","-0.61%"
"05/06/2014","1,485.25","1,484.01","1,497.71","1,480.67","1.75B","-0.15%"
"05/05/2014","1,487.53","1,490.10","1,493.85","1,473.03","1.96B","-0.49%"
"04/30/2014","1,494.81","1,499.12","1,500.35","1,491.44","1.89B","-0.08%"
"04/29/2014","1,496.01","1,484.01","1,497.67","1,478.51","1.88B","0.82%"
"04/28/2014","1,483.78","1,499.68","1,505.11","1,481.71","1.96B","-1.15%"
"04/25/2014","1,501.05","1,516.68","1,522.24","1,500.60","2.40B","-0.61%"
"04/24/2014","1,510.28","1,506.59","1,523.25","1,504.19","1.59B","0.21%"
"04/23/2014","1,507.04","1,504.54","1,514.73","1,502.64","1.86B","-0.17%"
"04/22/2014","1,509.55","1,492.08","1,510.87","1,487.77","2.05B","1.06%"
"04/21/2014","1,493.76","1,510.18","1,526.02","1,493.25","1.90B","-1.81%"
"04/18/2014","1,521.28","1,513.68","1,524.73","1,503.64","1.94B","0.05%"
"04/17/2014","1,520.56","1,533.07","1,534.60","1,517.05","1.63B","-0.43%"
"04/16/2014","1,527.05","1,519.24","1,536.93","1,518.43","1.91B","0.25%"
"04/15/2014","1,523.22","1,550.43","1,550.53","1,521.00","2.41B","-2.21%"
"04/14/2014","1,557.70","1,562.19","1,568.52","1,547.86","2.10B","-0.49%"
"04/11/2014","1,565.31","1,568.24","1,576.94","1,557.51","3.74B","-0.32%"
"04/10/2014","1,570.40","1,532.22","1,587.62","1,522.49","4.85B","2.58%"
"04/09/2014","1,530.88","1,535.21","1,539.74","1,525.10","2.46B","-0.25%"
"04/08/2014","1,534.75","1,488.65","1,543.41","1,488.06","4.34B","2.98%"
"04/04/2014","1,490.33","1,471.49","1,491.05","1,469.70","1.59B","0.87%"
"04/03/2014","1,477.49","1,498.11","1,504.54","1,476.02","2.60B","-0.93%"
"04/02/2014","1,491.30","1,475.94","1,492.75","1,473.83","2.34B","1.23%"
"04/01/2014","1,473.14","1,463.71","1,481.01","1,461.18","1.67B","0.50%"
"03/31/2014","1,465.78","1,473.15","1,477.88","1,457.83","1.96B","-0.43%"
"03/28/2014","1,472.05","1,465.03","1,483.59","1,463.53","2.60B","0.51%"
"03/27/2014","1,464.53","1,464.17","1,486.37","1,450.45","2.59B","-0.17%"
"03/26/2014","1,467.08","1,476.25","1,480.14","1,462.57","1.99B","-0.21%"
"03/25/2014","1,470.12","1,473.18","1,483.32","1,464.54","2.56B","-0.50%"
"03/24/2014","1,477.53","1,468.81","1,486.85","1,462.18","4.19B","0.92%"
"03/21/2014","1,464.08","1,402.81","1,468.94","1,402.18","4.34B","4.06%"
"03/20/2014","1,406.91","1,415.67","1,432.51","1,406.26","2.06B","-0.83%"
"03/19/2014","1,418.71","1,422.34","1,422.34","1,406.55","1.60B","-0.62%"
"03/18/2014","1,427.63","1,437.54","1,438.93","1,425.74","1.80B","-0.46%"
"03/17/2014","1,434.16","1,435.27","1,438.37","1,421.42","1.50B","0.54%"
"03/14/2014","1,426.39","1,429.78","1,438.67","1,416.68","1.97B","-0.77%"
"03/13/2014","1,437.39","1,425.84","1,451.29","1,421.69","2.65B","1.32%"
"03/12/2014","1,418.70","1,408.05","1,429.30","1,403.28","2.27B","0.42%"
"03/11/2014","1,412.73","1,406.07","1,420.90","1,403.31","1.89B","0.27%"
"03/10/2014","1,408.87","1,442.98","1,442.99","1,407.49","2.53B","-3.21%"
"03/07/2014","1,455.58","1,456.09","1,472.08","1,451.71","2.35B","-0.27%"
"03/06/2014","1,459.51","1,446.57","1,466.03","1,435.94","2.52B","0.77%"
"03/05/2014","1,448.33","1,466.01","1,466.96","1,445.67","2.04B","-0.50%"
"03/04/2014","1,455.65","1,458.68","1,460.61","1,448.69","2.04B","-0.48%"
"03/03/2014","1,462.69","1,459.86","1,467.71","1,452.13","2.98B","-0.11%"
"02/28/2014","1,464.32","1,447.77","1,467.10","1,437.31","2.59B","0.82%"
"02/27/2014","1,452.46","1,449.14","1,462.12","1,437.64","3.25B","0.57%"
"02/26/2014","1,444.20","1,434.86","1,447.17","1,429.61","2.33B","0.23%"
"02/25/2014","1,440.89","1,469.26","1,475.97","1,437.01","2.62B","-1.85%"
"02/24/2014","1,468.06","1,492.28","1,492.28","1,458.17","2.89B","-2.48%"
"02/21/2014","1,505.33","1,517.92","1,521.77","1,496.09","2.42B","-0.97%"
"02/20/2014","1,520.14","1,537.94","1,556.42","1,519.36","3.61B","-0.86%"
"02/19/2014","1,533.40","1,507.49","1,541.45","1,504.95","3.16B","1.65%"
"02/18/2014","1,508.54","1,535.89","1,535.89","1,505.42","2.53B","-1.92%"
"02/17/2014","1,538.10","1,545.18","1,549.91","1,529.19","2.69B","0.25%"
"02/14/2014","1,534.24","1,527.21","1,536.36","1,525.15","2.12B","0.41%"
"02/13/2014","1,528.02","1,525.52","1,548.62","1,519.38","3.52B","0.07%"
"02/12/2014","1,527.00","1,528.88","1,537.89","1,521.27","2.38B","-0.09%"
"02/11/2014","1,528.32","1,505.66","1,536.46","1,500.84","3.42B","1.49%"
"02/10/2014","1,505.83","1,480.59","1,507.36","1,480.53","2.43B","2.07%"
"02/07/2014","1,475.34","1,467.36","1,475.72","1,458.49","1.38B","-0.14%"
"01/30/2014","1,477.35","1,489.51","1,489.72","1,475.77","1.28B","-1.15%"
"01/29/2014","1,494.49","1,493.21","1,498.57","1,488.70","1.48B","0.45%"
"01/28/2014","1,487.80","1,483.41","1,492.43","1,477.25","1.49B","0.60%"
"01/27/2014","1,478.87","1,491.83","1,491.83","1,475.50","1.90B","-1.54%"
"01/24/2014","1,502.06","1,493.69","1,514.11","1,491.02","1.90B","0.20%"
"01/23/2014","1,499.03","1,511.79","1,514.97","1,496.66","1.74B","-1.00%"
"01/22/2014","1,514.12","1,480.84","1,514.79","1,478.08","2.42B","2.38%"
"01/21/2014","1,478.88","1,467.15","1,488.71","1,467.15","1.27B","0.96%"
"01/20/2014","1,464.84","1,472.39","1,476.88","1,459.45","1.28B","-0.73%"
"01/17/2014","1,475.67","1,487.80","1,489.60","1,470.87","1.80B","-1.17%"
"01/16/2014","1,493.09","1,489.05","1,504.43","1,482.76","1.74B","0.31%"
"01/15/2014","1,488.51","1,496.83","1,498.90","1,480.18","1.47B","-0.72%"
"01/14/2014","1,499.29","1,493.89","1,505.46","1,482.91","1.77B","0.31%"
"01/13/2014","1,494.61","1,500.86","1,510.32","1,489.23","1.71B","-0.24%"
"01/10/2014","1,498.27","1,500.01","1,506.78","1,493.50","1.69B","-0.37%"
"01/09/2014","1,503.88","1,511.98","1,525.73","1,500.57","1.63B","-0.76%"
"01/08/2014","1,515.33","1,512.09","1,527.89","1,504.43","1.77B","0.31%"
"01/07/2014","1,510.65","1,500.98","1,515.64","1,497.78","1.55B","-0.15%"
"01/06/2014","1,512.93","1,534.50","1,534.50","1,498.60","2.49B","-1.51%"
"01/03/2014","1,536.07","1,553.45","1,554.52","1,529.15","2.19B","-1.60%"
"01/02/2014","1,561.10","1,570.05","1,570.05","1,553.48","1.57B","-0.87%"
"12/31/2013","1,574.78","1,541.58","1,578.24","1,539.88","2.36B","1.74%"
"12/30/2013","1,547.92","1,557.51","1,560.11","1,544.11","1.79B","-0.15%"
"12/27/2013","1,550.22","1,528.35","1,559.82","1,524.19","1.94B","1.66%"
"12/26/2013","1,524.88","1,543.87","1,543.87","1,522.59","1.75B","-1.45%"
"12/25/2013","1,547.36","1,542.04","1,547.86","1,533.64","1.33B","0.50%"
"12/24/2013","1,539.60","1,547.20","1,557.23","1,528.16","1.52B","-0.11%"
"12/23/2013","1,541.27","1,541.37","1,553.56","1,528.65","1.55B","0.25%"
"12/20/2013","1,537.41","1,580.91","1,583.41","1,534.10","2.68B","-2.70%"
"12/19/2013","1,580.11","1,605.64","1,609.07","1,578.92","1.74B","-1.16%"
"12/18/2013","1,598.68","1,596.64","1,606.64","1,592.91","1.28B","0.09%"
"12/17/2013","1,597.27","1,604.71","1,607.43","1,593.43","1.55B","-0.32%"
"12/16/2013","1,602.46","1,627.10","1,631.09","1,601.69","1.97B","-1.47%"
"12/13/2013","1,626.41","1,617.31","1,631.56","1,614.97","1.65B","-0.34%"
"12/12/2013","1,631.91","1,634.47","1,641.97","1,628.62","1.69B","-0.44%"
"12/11/2013","1,639.18","1,662.09","1,662.25","1,632.73","2.43B","-1.88%"
"12/10/2013","1,670.55","1,673.52","1,679.45","1,664.03","1.93B","0.04%"
"12/09/2013","1,669.87","1,681.21","1,687.53","1,666.34","1.95B","-0.32%"
"12/06/2013","1,675.25","1,688.02","1,692.09","1,669.64","2.30B","-1.01%"
"12/05/2013","1,692.38","1,700.53","1,703.13","1,689.39","2.48B","-0.40%"
"12/04/2013","1,699.18","1,678.96","1,709.58","1,674.99","3.52B","1.05%"
"12/03/2013","1,681.51","1,672.20","1,686.36","1,663.62","2.62B","0.16%"
"12/02/2013","1,678.87","1,662.39","1,695.63","1,655.00","4.73B","1.05%"
"11/29/2013","1,661.41","1,668.95","1,671.44","1,656.73","1.95B","-0.19%"
"11/28/2013","1,664.62","1,651.63","1,680.82","1,648.96","2.82B","0.96%"
"11/27/2013","1,648.79","1,630.48","1,657.78","1,627.89","2.47B","1.09%"
"11/26/2013","1,630.94","1,633.84","1,641.38","1,628.70","1.66B","-0.17%"
"11/25/2013","1,633.78","1,633.84","1,659.33","1,628.91","2.27B","-0.53%"
"11/22/2013","1,642.50","1,651.94","1,655.65","1,637.99","2.44B","-0.34%"
"11/21/2013","1,648.09","1,654.45","1,654.45","1,626.08","2.77B","-0.94%"
"11/20/2013","1,663.76","1,671.55","1,676.46","1,652.39","2.32B","0.25%"
"11/19/2013","1,659.53","1,674.72","1,675.88","1,656.44","2.98B","-0.93%"
"11/18/2013","1,675.16","1,618.16","1,676.87","1,610.04","4.57B","4.38%"
"11/15/2013","1,604.82","1,573.91","1,622.85","1,573.68","2.98B","2.04%"
"11/14/2013","1,572.73","1,571.60","1,574.58","1,559.57","1.81B","0.22%"
"11/13/2013","1,569.24","1,599.00","1,599.19","1,568.16","2.02B","-2.58%"
"11/12/2013","1,610.78","1,595.65","1,611.54","1,595.65","1.57B","1.23%"
"11/11/2013","1,591.14","1,587.59","1,596.47","1,579.38","1.49B","0.23%"
"11/08/2013","1,587.44","1,603.22","1,613.41","1,585.62","1.69B","-1.44%"
"11/07/2013","1,610.58","1,615.51","1,619.37","1,601.60","1.59B","-0.22%"
"11/06/2013","1,614.21","1,623.85","1,630.83","1,613.36","1.87B","-1.19%"
"11/05/2013","1,633.66","1,629.79","1,637.44","1,611.24","1.96B","-0.30%"
"11/04/2013","1,638.51","1,654.11","1,659.76","1,635.34","1.65B","-0.38%"
"11/01/2013","1,644.75","1,633.03","1,650.53","1,628.12","2.06B","0.84%"
"10/31/2013","1,631.05","1,645.12","1,645.12","1,629.29","2.55B","-1.35%"
"10/30/2013","1,653.42","1,634.28","1,654.39","1,624.53","2.82B","1.21%"
"10/29/2013","1,633.72","1,615.43","1,655.93","1,606.34","3.64B","1.43%"
"10/28/2013","1,610.69","1,614.68","1,616.98","1,600.80","1.62B","-0.05%"
"10/25/2013","1,611.52","1,622.01","1,635.84","1,601.66","2.45B","-0.62%"
"10/24/2013","1,621.60","1,633.93","1,640.62","1,618.61","2.12B","-1.03%"
"10/23/2013","1,638.50","1,646.93","1,670.00","1,634.91","2.63B","-0.10%"
"10/22/2013","1,640.07","1,656.64","1,656.64","1,636.19","2.25B","-1.06%"
"10/21/2013","1,657.58","1,640.28","1,659.57","1,626.55","2.32B","1.27%"
"10/18/2013","1,636.80","1,630.55","1,647.77","1,628.09","1.88B","0.59%"
"10/17/2013","1,627.18","1,642.33","1,647.24","1,625.47","1.94B","-0.43%"
"10/16/2013","1,634.22","1,652.59","1,652.59","1,626.26","2.40B","-1.33%"
"10/15/2013","1,656.26","1,665.63","1,666.97","1,646.65","2.49B","-0.36%"
"10/14/2013","1,662.17","1,670.73","1,671.51","1,656.73","2.86B","-0.43%"
"10/11/2013","1,669.27","1,649.85","1,672.02","1,644.51","2.82B","1.91%"
"10/10/2013","1,637.93","1,670.79","1,671.10","1,635.27","2.52B","-1.83%"
"10/09/2013","1,668.48","1,653.09","1,673.04","1,647.38","2.38B","0.53%"
"10/08/2013","1,659.71","1,637.97","1,664.21","1,622.59","2.87B","1.01%"
"09/30/2013","1,643.06","1,648.15","1,653.24","1,634.93","1.72B","0.24%"
"09/27/2013","1,639.15","1,630.69","1,641.01","1,624.87","2.00B","0.40%"
"09/26/2013","1,632.69","1,658.18","1,658.18","1,629.90","2.89B","-1.74%"
"09/25/2013","1,661.61","1,671.54","1,687.13","1,658.02","2.48B","-0.71%"
"09/24/2013","1,673.56","1,709.99","1,710.11","1,660.22","3.45B","-2.31%"
"09/23/2013","1,713.08","1,707.90","1,716.09","1,694.94","2.86B","0.73%"
"09/18/2013","1,700.59","1,698.61","1,710.47","1,680.68","2.90B","0.12%"
"09/17/2013","1,698.63","1,744.38","1,748.71","1,697.11","4.15B","-2.28%"
"09/16/2013","1,738.25","1,763.92","1,765.47","1,722.67","4.74B","-0.63%"
"09/13/2013","1,749.24","1,764.03","1,776.50","1,742.98","3.87B","-1.32%"
"09/12/2013","1,772.66","1,741.49","1,798.96","1,726.10","6.03B","1.80%"
"09/11/2013","1,741.32","1,745.50","1,765.94","1,736.18","5.64B","0.22%"
"09/10/2013","1,737.58","1,720.39","1,738.35","1,704.64","6.16B","1.41%"
"09/09/2013","1,713.38","1,643.18","1,720.03","1,643.18","6.64B","5.38%"
"09/06/2013","1,625.85","1,604.77","1,630.29","1,604.20","2.35B","1.01%"
"09/05/2013","1,609.60","1,615.53","1,616.70","1,606.31","1.67B","-0.24%"
"09/04/2013","1,613.54","1,612.50","1,620.15","1,608.90","2.19B","-0.06%"
"09/03/2013","1,614.54","1,596.47","1,615.13","1,591.21","2.54B","1.42%"
"09/02/2013","1,591.93","1,594.99","1,601.14","1,579.72","2.48B","0.14%"
"08/30/2013","1,589.78","1,586.52","1,599.87","1,575.77","2.36B","0.10%"
"08/29/2013","1,588.15","1,604.28","1,607.02","1,580.81","2.06B","-0.30%"
"08/28/2013","1,592.87","1,591.35","1,603.95","1,577.49","2.80B","-0.57%"
"08/27/2013","1,602.00","1,598.74","1,609.06","1,589.05","1.92B","0.04%"
"08/26/2013","1,601.38","1,573.22","1,604.25","1,566.02","2.30B","2.24%"
"08/23/2013","1,566.29","1,591.75","1,595.94","1,543.00","2.11B","-1.03%"
"08/22/2013","1,582.62","1,582.33","1,606.35","1,578.31","1.78B","-0.34%"
"08/21/2013","1,588.08","1,601.30","1,602.94","1,575.46","1.84B","-0.41%"
"08/20/2013","1,594.54","1,603.39","1,628.68","1,588.22","2.74B","-0.89%"
"08/19/2013","1,608.87","1,576.57","1,617.33","1,574.02","2.68B","1.01%"
"08/16/2013","1,592.79","1,590.92","1,711.43","1,573.72","5.28B","-0.15%"
"08/15/2013","1,595.15","1,608.62","1,624.34","1,593.69","1.95B","-0.94%"
"08/14/2013","1,610.22","1,622.21","1,643.00","1,605.28","2.37B","-0.59%"
"08/13/2013","1,619.74","1,610.79","1,621.89","1,602.93","2.64B","0.59%"
"08/12/2013","1,610.26","1,560.16","1,610.81","1,557.56","3.68B","3.68%"
"08/09/2013","1,553.04","1,554.76","1,562.25","1,533.22","2.17B","0.55%"
"08/08/2013","1,544.62","1,548.41","1,561.34","1,538.61","1.51B","-0.42%"
"08/07/2013","1,551.15","1,554.88","1,575.69","1,548.49","2.16B","-0.33%"
"08/06/2013","1,556.30","1,547.61","1,564.48","1,533.24","1.95B","0.14%"
"08/05/2013","1,554.19","1,540.49","1,554.29","1,533.00","1.53B","1.15%"
"08/02/2013","1,536.50","1,550.89","1,558.83","1,533.94","1.81B","-0.09%"
"08/01/2013","1,537.81","1,513.80","1,541.16","1,508.80","2.01B","2.24%"
"07/31/2013","1,504.17","1,518.83","1,535.85","1,499.55","1.59B","0.22%"
"07/30/2013","1,500.94","1,490.82","1,524.43","1,483.57","1.89B","1.13%"
"07/29/2013","1,484.21","1,505.68","1,505.68","1,478.20","1.89B","-2.46%"
"07/26/2013","1,521.61","1,521.59","1,529.10","1,512.61","1.31B","-0.50%"
"07/25/2013","1,529.30","1,537.73","1,548.20","1,522.23","1.87B","-0.20%"
"07/24/2013","1,532.35","1,541.93","1,550.85","1,512.97","2.21B","-1.51%"
"07/23/2013","1,555.84","1,520.58","1,569.73","1,514.21","2.68B","2.76%"
"07/22/2013","1,514.05","1,493.99","1,515.15","1,485.06","1.97B","0.18%"
"07/19/2013","1,511.40","1,551.30","1,557.70","1,508.28","2.41B","-2.45%"
"07/18/2013","1,549.35","1,575.67","1,583.30","1,547.09","2.05B","-2.07%"
"07/17/2013","1,582.14","1,602.48","1,612.57","1,581.74","2.23B","-1.51%"
"07/16/2013","1,606.34","1,597.33","1,606.74","1,579.45","2.12B","0.10%"
"07/15/2013","1,604.66","1,599.03","1,631.99","1,582.83","2.80B","1.08%"
"07/12/2013","1,587.59","1,626.55","1,634.35","1,585.51","3.43B","-2.94%"
"07/11/2013","1,635.66","1,555.28","1,653.59","1,555.28","5.37B","5.75%"
"07/10/2013","1,546.74","1,505.71","1,547.32","1,500.77","2.36B","2.75%"
"07/09/2013","1,505.30","1,505.91","1,513.33","1,497.51","1.56B","-0.09%"
"07/08/2013","1,506.73","1,518.88","1,528.97","1,502.24","1.93B","-2.29%"
"07/05/2013","1,542.05","1,538.39","1,556.59","1,535.71","2.06B","0.44%"
"07/04/2013","1,535.32","1,511.52","1,550.08","1,503.45","2.37B","0.81%"
"07/03/2013","1,522.91","1,530.66","1,530.66","1,501.08","2.29B","-1.20%"
"07/02/2013","1,541.34","1,546.85","1,551.27","1,519.44","2.22B","-0.52%"
"07/01/2013","1,549.37","1,539.78","1,551.11","1,520.70","2.07B","-0.19%"
"06/28/2013","1,552.38","1,504.43","1,562.39","1,497.44","3.11B","2.66%"
"06/27/2013","1,512.20","1,511.49","1,530.16","1,498.28","2.65B","0.17%"
"06/26/2013","1,509.68","1,529.05","1,529.05","1,487.31","2.85B","-1.12%"
"06/25/2013","1,526.80","1,508.52","1,529.38","1,422.98","4.05B","0.11%"
"06/24/2013","1,525.17","1,625.44","1,625.44","1,524.28","3.33B","-6.61%"
"06/21/2013","1,633.16","1,606.97","1,645.93","1,598.47","2.12B","0.10%"
"06/20/2013","1,631.55","1,677.93","1,677.93","1,629.75","1.86B","-3.32%"
"06/19/2013","1,687.61","1,697.60","1,697.60","1,668.07","1.59B","-0.97%"
"06/18/2013","1,704.22","1,701.23","1,711.05","1,690.12","1.40B","0.69%"
"06/17/2013","1,692.48","1,709.48","1,712.94","1,689.49","1.46B","-0.68%"
"06/14/2013","1,704.15","1,703.08","1,706.96","1,692.31","1.83B","0.20%"
"06/13/2013","1,700.80","1,733.14","1,733.14","1,679.66","2.54B","-3.38%"
"06/07/2013","1,760.22","1,783.86","1,793.13","1,755.60","1.99B","-1.37%"
"06/06/2013","1,784.70","1,801.49","1,803.81","1,782.48","1.50B","-1.22%"
"06/05/2013","1,806.82","1,818.81","1,820.12","1,799.74","1.38B","-0.70%"
"06/04/2013","1,819.50","1,837.64","1,837.64","1,815.69","1.85B","-1.04%"
"06/03/2013","1,838.64","1,840.40","1,854.38","1,833.84","1.71B","-0.15%"
"05/31/2013","1,841.37","1,859.24","1,865.55","1,839.35","1.74B","-0.76%"
"05/30/2013","1,855.46","1,855.76","1,866.90","1,848.56","2.06B","-0.34%"
"05/29/2013","1,861.70","1,873.09","1,882.75","1,860.40","2.60B","-0.45%"
"05/28/2013","1,870.09","1,827.60","1,870.25","1,821.24","3.07B","2.34%"
"05/27/2013","1,827.26","1,825.22","1,838.85","1,821.16","1.79B","-0.10%"
"05/24/2013","1,829.14","1,831.72","1,842.86","1,814.57","1.62B","0.30%"
"05/23/2013","1,823.74","1,849.26","1,855.03","1,822.37","2.05B","-1.85%"
"05/22/2013","1,858.20","1,850.75","1,862.73","1,847.47","1.91B","0.38%"
"05/21/2013","1,851.08","1,858.14","1,863.03","1,840.20","1.98B","-0.55%"
"05/20/2013","1,861.25","1,848.32","1,877.27","1,841.42","2.97B","0.95%"
"05/17/2013","1,843.81","1,819.52","1,849.87","1,810.32","2.76B","1.23%"
"05/16/2013","1,821.45","1,785.71","1,822.67","1,770.41","2.44B","1.79%"
"05/15/2013","1,789.43","1,787.84","1,795.38","1,781.22","1.24B","0.22%"
"05/14/2013","1,785.57","1,806.18","1,807.03","1,776.69","1.83B","-1.39%"
"05/13/2013","1,810.72","1,819.56","1,823.04","1,800.31","1.74B","-0.46%"
"05/10/2013","1,819.12","1,804.18","1,823.47","1,798.99","1.63B","0.62%"
"05/09/2013","1,807.86","1,825.38","1,826.97","1,794.42","1.94B","-0.91%"
"05/08/2013","1,824.38","1,826.43","1,842.13","1,814.96","2.11B","0.36%"
"05/07/2013","1,817.92","1,812.03","1,824.51","1,800.27","1.94B","0.07%"
"05/06/2013","1,816.60","1,804.89","1,826.19","1,801.36","2.20B","1.18%"
"05/03/2013","1,795.49","1,770.69","1,821.38","1,770.32","2.46B","1.84%"
"05/02/2013","1,763.05","1,758.38","1,766.14","1,745.57","1.79B","-0.17%"
"04/26/2013","1,766.04","1,786.64","1,793.95","1,760.22","1.67B","-0.69%"
"04/25/2013","1,778.29","1,786.86","1,800.56","1,762.17","2.06B","-0.87%"
"04/24/2013","1,793.88","1,764.03","1,809.13","1,755.44","2.24B","1.89%"
"04/23/2013","1,760.68","1,828.09","1,828.09","1,759.41","2.32B","-3.47%"
"04/22/2013","1,823.95","1,820.03","1,830.99","1,814.87","2.16B","-0.22%"
"04/19/2013","1,827.98","1,772.64","1,836.61","1,771.50","3.31B","3.38%"
"04/18/2013","1,768.15","1,745.94","1,772.61","1,740.26","1.75B","0.37%"
"04/17/2013","1,761.62","1,769.81","1,774.49","1,747.41","1.65B","-0.62%"
"04/16/2013","1,772.64","1,746.31","1,774.07","1,739.22","2.24B","0.73%"
"04/15/2013","1,759.80","1,768.21","1,777.14","1,754.70","1.74B","-0.83%"
"04/12/2013","1,774.50","1,783.09","1,794.34","1,773.50","1.44B","-0.54%"
"04/11/2013","1,784.13","1,802.51","1,808.29","1,782.90","1.62B","-0.21%"
"04/10/2013","1,787.93","1,787.74","1,794.22","1,775.61","1.72B","-0.04%"
"04/09/2013","1,788.63","1,776.83","1,800.57","1,776.83","1.98B","0.88%"
"04/08/2013","1,773.10","1,755.76","1,775.34","1,747.66","1.96B","-0.93%"
"04/03/2013","1,789.67","1,787.98","1,805.01","1,782.79","1.88B","0.36%"
"04/02/2013","1,783.22","1,785.57","1,805.74","1,771.37","2.20B","-0.05%"
"04/01/2013","1,784.07","1,781.79","1,796.29","1,779.10","1.77B","-0.51%"
"03/29/2013","1,793.19","1,791.57","1,797.38","1,774.92","2.58B","0.09%"
"03/28/2013","1,791.64","1,816.85","1,816.85","1,782.23","4.50B","-4.11%"
"03/27/2013","1,868.44","1,863.51","1,891.28","1,854.82","2.39B","0.39%"
"03/26/2013","1,861.26","1,891.31","1,894.66","1,852.16","2.84B","-2.14%"
"03/25/2013","1,901.93","1,913.79","1,927.37","1,898.27","2.36B","-0.13%"
"03/22/2013","1,904.46","1,900.15","1,913.27","1,893.17","2.00B","0.11%"
"03/21/2013","1,902.29","1,906.85","1,912.96","1,890.54","2.65B","-0.18%"
"03/20/2013","1,905.76","1,833.36","1,905.89","1,833.36","4.09B","4.09%"
"03/19/2013","1,830.96","1,813.32","1,836.03","1,805.56","2.19B","1.09%"
"03/18/2013","1,811.24","1,829.39","1,841.91","1,809.44","2.59B","-1.63%"
"03/15/2013","1,841.32","1,835.61","1,894.25","1,815.37","3.83B","0.16%"
"03/14/2013","1,838.36","1,830.71","1,850.43","1,824.13","2.07B","0.15%"
"03/13/2013","1,835.61","1,853.02","1,860.06","1,827.65","2.19B","-1.03%"
"03/12/2013","1,854.62","1,878.54","1,900.36","1,837.83","2.84B","-1.34%"
"03/11/2013","1,879.82","1,895.05","1,899.31","1,867.37","1.94B","-1.14%"
"03/08/2013","1,901.48","1,906.35","1,917.05","1,889.38","2.39B","-0.05%"
"03/07/2013","1,902.37","1,922.93","1,937.95","1,881.67","3.25B","-1.62%"
"03/06/2013","1,933.70","1,925.52","1,943.93","1,907.62","3.61B","0.89%"
"03/05/2013","1,916.71","1,844.29","1,917.18","1,843.16","4.02B","4.08%"
"03/04/2013","1,841.62","1,904.43","1,904.95","1,828.55","4.81B","-5.29%"
"03/01/2013","1,944.42","1,955.73","1,963.60","1,911.66","3.25B","-0.62%"
"02/28/2013","1,956.61","1,906.12","1,957.49","1,886.74","3.96B","3.55%"
"02/27/2013","1,889.48","1,871.43","1,907.20","1,869.51","2.87B","1.31%"
"02/26/2013","1,865.13","1,874.05","1,916.76","1,863.01","3.69B","-1.36%"
"02/25/2013","1,890.76","1,893.44","1,912.03","1,879.84","2.23B","0.39%"
"02/22/2013","1,883.48","1,895.43","1,902.66","1,878.34","2.56B","-0.76%"
"02/21/2013","1,897.90","1,955.17","1,955.17","1,876.32","4.49B","-4.06%"
"02/20/2013","1,978.30","1,982.43","1,984.32","1,948.70","2.94B","-0.14%"
"02/19/2013","1,981.07","2,011.39","2,018.91","1,971.43","3.13B","-1.66%"
"02/18/2013","2,014.58","2,051.92","2,055.41","2,013.22","3.30B","-1.36%"
"02/17/2013","2,042.42","2,044.14","2,061.01","2,022.89","3.44B","0.00%"
"02/08/2013","2,042.42","2,044.14","2,061.01","2,022.89","3.44B","-0.30%"
"02/07/2013","2,048.58","2,074.48","2,077.48","2,014.75","4.35B","-1.44%"
"02/06/2013","2,078.49","2,069.34","2,088.45","2,063.99","3.52B","0.46%"
"02/05/2013","2,068.95","2,044.16","2,076.93","2,035.37","5.05B","0.17%"
